PassengerId,Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
1298,0,0,23.0,1,0,28666,10.5,0,0,1,0,1,0
1299,0,0,50.0,1,1,113503,211.5,1,0,0,1,0,0
1300,1,1,27.0,0,0,334915,7.7208,0,1,0,0,0,1
1301,1,1,3.0,1,1,3101315,13.775,0,0,1,0,0,1
1302,1,1,27.0,0,0,365237,7.75,0,1,0,0,0,1
1303,1,1,37.0,1,0,19928,90.0,0,1,0,1,0,0
1304,1,1,28.0,0,0,347086,7.775,0,0,1,0,0,1
1305,0,0,27.0,0,0,5,8.05,0,0,1,0,0,1
1306,1,1,39.0,0,0,17758,108.9,1,0,0,1,0,0
1307,0,0,38.5,0,0,3101262,7.25,0,0,1,0,0,1
1308,0,0,27.0,0,0,359309,8.05,0,0,1,0,0,1
1309,0,0,27.0,1,1,2668,22.3583,1,0,0,0,0,1
